x1	        x2		x3		x4		x5		ysintetico_clean
0.448487964	103.5264964	1.170356487	33.39279884	-18.04289046	521.9412355
0.306435247	54.4073133	0.779587114	33.7793846	-18.27197837	500.5144331
0.192308167	129.4374407	1.686583268	32.85640187	-15.78447496	423.9901948
0.482603032	141.8572584	0.384160602	33.2523979	-16.16656564	479.8070346
0.653272227	42.72899017	2.438586044	32.26933982	-16.69293887	456.4923011
0.642949327	147.9959705	2.966458943	32.82366487	-15.1448681	474.4305637
0.624772938	139.4938085	2.990950122	31.92615488	-16.90420543	522.8104343
0.453922904	137.1861512	0.434797438	31.03664286	-18.5116547	554.9392869
0.475929742	66.2023097	-0.695693973	34.97097852	-16.93509503	468.3249853
0.448348233	73.68922714	0.131805213	30.65766361	-16.29243374	448.4775326
0.673149416	140.0951417	0.221493381	32.66262102	-15.35712749	480.1395463
0.217719705	82.12766445	1.075997982	32.87970736	-15.34888644	403.4364006
0.439198635	55.02574331	2.482459087	32.18479005	-15.98833169	429.7168501
0.663953902	88.67637951	2.482602296	30.70116364	-16.75817584	489.6326223
0.448224827	78.0240682	2.916366693	31.73400311	-18.17053404	515.0487314


