x1	        x2		x3		x4		x5		ysintetico_clean	

0.576934161	101.9025515	1.399897907	30.88852452	-19.08779581	573.089691
0.201031362	84.25492312	-0.058186072	30.32988819	-19.80349704	559.1182954
0.292867641	56.88778661	-0.599216322	33.58662797	-15.82485084	417.104337
0.286961098	126.9669672	1.594395222	34.70395377	-16.67415553	464.4161002
0.467094458	94.28241062	-0.035481229	33.22087321	-19.89942197	590.0268544
0.77357898	73.58669991	2.756452419	31.89666676	-15.32643886	441.7384343
0.718870344	93.72510784	-0.469004058	33.65857245	-17.4118097	520.5612518
0.339035836	95.31966424	-0.370768182	31.58818877	-19.39450855	558.4754814
0.609417687	60.75308187	1.119925051	30.66342853	-15.93935965	441.0506656
0.343800172	129.6020212	0.697309298	32.44777587	-19.89990795	590.5420435
0.379909976	78.05165456	2.879528765	31.7245078	-19.61724433	564.3981105
0.50735485	127.0510894	2.604422586	34.72718337	-17.77015313	530.163332
0.697603037	123.250458	2.456140832	32.48382757	-19.97086109	634.7395754
0.320573228	41.80979003	0.974402895	31.28921975	-15.81112183	413.3635311
0.518325287	114.2605139	1.24265646	32.25590394	-15.18601647	439.800685
